"reviewId","movieId","creationDate","criticName","criticPageUrl","reviewState","isFresh","isRotten","isRtUrl","isTopCritic","publicationUrl","publicationName","reviewUrl","quote","scoreSentiment","originalScore"
1685317,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Josh Larsen","/critics/josh-larsen","fresh",True,False,False,False,"/critics/source/1044","Sun Publications (Chicago, IL)","http://www.larsenonfilm.com/index.php","The mock outrage and dry sarcasm of Seinfeld's comic persona defines the movie's hero, a worker bee with a high-pitched, often cracking whine.","POSITIVE","3.5/4"
1685354,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Frank Swietek","/critics/frank-swietek","rotten",False,True,False,False,"/critics/source/347","One Guy's Opinion","http://www.oneguysopinion.com/Review.php?ID=2336","Isn't quite as funny as The Swarm...neither frisky nor imaginative enough to merit even its short ninety-minute running time.","NEGATIVE","C"
1685398,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Matt Pais","/critics/matt-pais","fresh",True,False,False,False,"/critics/source/1712","Metromix.com","http://chicago.metromix.com/movies/movie_review/bee-movie/243211/content","It's one of the better animated movies of the year--admittedly, rising to the top of a shallow pool.","POSITIVE","3.5/5"
1685407,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Roger Moore","/critics/roger-moore","fresh",True,False,False,True,"/critics/source/498","Orlando Sentinel","","An often-inspired smart comedy for kids, and a vintage Seinfeld laugh for adults.","POSITIVE","4/5"
1685444,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Michael Phillips","/critics/michael-phillips1","rotten",False,True,False,True,"/critics/source/68","Chicago Tribune","","It's on the easygoing level of Surf's Up, and a full tick up from, say, Over the Hedge or The Ant Bully. But given the Seinfeld pedigree it's something of a disappointment.","NEGATIVE","2.5/4"
1685456,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Peter Travers","/critics/peter-travers","fresh",True,False,False,True,"/critics/source/397","Rolling Stone","","At its relaxed best, when it's about, well, nothing, the slyly comic Bee Movie is truly beguiling.","POSITIVE","3/4"
1685463,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Desson Thomson","/critics/desson-thomson","rotten",False,True,False,True,"/critics/source/474","Washington Post","http://www.washingtonpost.com/wp-dyn/content/article/2007/11/01/AR2007110102491.html","Bee Movie feels phoned in on every level.","NEGATIVE",""
1685471,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Josh Bell","/critics/josh-bell","rotten",False,True,False,False,"/critics/source/1461","Las Vegas Weekly","http://www.lasvegasweekly.com/news/archive/2007/nov/01/bee-movie/","Pleasant but entirely forgettable.","NEGATIVE","2.5/5"
1685474,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Kevin Lally","/critics/kevin-lally","fresh",True,False,False,False,"/critics/source/171","Film Journal International","http://www.filmjournal.com/filmjournal/reviews/article_display.jsp?vnu_content_id=1003667085","Bee Movie isn't the second coming of Seinfeld, but there's just enough of his singular personality to engage fans and enough buzzy action to delight the holiday kid audience.","POSITIVE",""
1685475,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Sandie Angulo Chen","/critics/sandie-angulo-chen","fresh",True,False,False,False,"/critics/source/1682","Common Sense Media","http://www.commonsensemedia.org/movie-reviews/Bee-Movie.html","Seinfeld comedy is cute fun for the whole family.","POSITIVE","3/5"
1685492,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Nathan Rabin","/critics/nathan-rabin","fresh",True,False,False,True,"/critics/source/833","AV Club","http://www.avclub.com/content/node/69165","Does Bee survive the hype? Not quite, but it is semi-charming and reasonably clever in that facile Dreamworks Animation kind of way.","POSITIVE","B-"
1685517,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Jeff Vice","/critics/jeff-vice","fresh",True,False,False,False,"/critics/source/121","Deseret News (Salt Lake City)","http://www.deseretnews.com/article/700004723/Bee-Movie.html","This digitally animated feature is not a great movie, but it is colorful, imaginative and solid entertainment. In many respects, it's more educational and more exciting than it is laugh-out-loud funny.","POSITIVE","3/4"
1685524,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Peter Rainer","/critics/peter-rainer","rotten",False,True,False,True,"/critics/source/71","Christian Science Monitor","http://www.csmonitor.com/2007/1102/p14s02-almo.html","Bee Movie is best viewed as an oddball career move rather than as a successful movie.","NEGATIVE","C"
1685525,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Nick Rogers","/critics/nick-rogers","fresh",True,False,False,False,"/critics/source/2952","Midwest Film Journal","https://midwestfilmjournal.com/2007/11/02/bee-movie/","Not a flawless animated adaptation of Seinfeld&apos;s sometimes-cynical&#44; always-obsessive takes on the trivial&#46; Even at 91 minutes&#44; it&apos;s long&#44; and some of its voices too shrill&#44; but the energetic brio of its social satire stings without turning inappropriate&#46;","POSITIVE","3/4"
1685534,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Bill Goodykoontz","/critics/bill-goodykoontz","fresh",True,False,False,True,"/critics/source/642","Arizona Republic","http://www.azcentral.com/ent/movies/articles/1102bee1102.html","If it's not Toy Story, well, what is? But Bee Movie offers plenty of entertainment for all ages -- though, truth be told, the older the better.","POSITIVE","4/5"
1685546,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Eric D. Snider","/critics/eric-d-snider","fresh",True,False,False,False,"/critics/source/986","EricDSnider.com","http://www.ericdsnider.com/movies/bee-movie/","It's a minor film. It'll be amusing once and then forgotten.","POSITIVE","B-"
1685552,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Walter Chaw","/critics/walter-chaw","rotten",False,True,False,False,"/critics/source/559","Film Freak Central","http://filmfreakcentral.net/screenreviews/martianbee.htm","Never funny, never meaningful, never coherent, never animated.","NEGATIVE","1/4"
1685565,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Andy Spletzer","/critics/andy-spletzer","fresh",True,False,False,False,"/critics/source/504","Seattle Post-Intelligencer","http://seattlepi.nwsource.com/movies/337713_bee02q.html","The riskiest move Seinfeld made was to create an unlikable protagonist who is wrong every step of the way, but treat him like a hero.","POSITIVE","B-"
1685586,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Nell Minow","/critics/nell-minow","fresh",True,False,False,True,"/critics/source/1928","Beliefnet","","Seinfeld's observational humor is relegated to the edges of a lightweight story.","POSITIVE","B-"
1685587,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Chris Hewitt","/critics/chris-hewitt","rotten",False,True,False,False,"/critics/source/600","St. Paul Pioneer Press","","It's not worth seeing, but if all the hype has you expecting a classic, you should lower your expectations.","NEGATIVE","2.5/4"
1685589,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Cathy Jakicic","/critics/cathy-jakicic","fresh",True,False,False,False,"/critics/source/496","Milwaukee Journal Sentinel","http://www.jsonline.com/story/index.aspx?id=681368","Mostly amusing and good-natured, occasionally hysterical, and actually manages to sneak in a subtle lesson about nature.","POSITIVE","2.5/4"
1685603,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Nick Schager","/critics/nick-schager","rotten",False,True,False,True,"/critics/source/821","Slant Magazine","http://www.slantmagazine.com/film/film_review.asp?ID=3313","Jerry Seinfeld returns to the mainstream spotlight with Bee Movie, which proves as awkward and ineffective as George Costanza's attempts to wear a toupee.","NEGATIVE","2/4"
1685604,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Stephanie Zacharek","/critics/stephanie-zacharek","rotten",False,True,False,True,"/critics/source/400","Salon.com","","Bee Movie just lacks spirit and energy. Part of the problem may be that, as far as I'm concerned, any animated movie released this year (and possibly in years to come) suffers in comparison with Brad Bird's Ratatouille.","NEGATIVE",""
1685606,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","A.O. Scott","/critics/ao-scott","fresh",True,False,False,True,"/critics/source/337","New York Times","","The most genuinely apian aspect of Bee Movie is that it spends a lot of its running time buzzing happily around, sniffing out fresh jokes wherever they may bloom.","POSITIVE","3.5/5"
1685607,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Claudia Puig","/critics/claudia-puig","rotten",False,True,False,True,"/critics/source/464","USA Today","","Bee Movie is certainly not low-budget, but it has all the staying power and creative value of a B-movie. The secret life of bees, as told by Seinfeld, is a bore with a capital B.","NEGATIVE","1.5/4"
1685612,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Joe Morgenstern","/critics/joe-morgenstern","rotten",False,True,False,True,"/critics/source/841","Wall Street Journal","http://online.wsj.com/article/SB119395848827779795.html?mod=2_1168_1","Bee Movie isn't a B movie, it's a Z movie, as in dizmal.","NEGATIVE",""
1685623,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Willie Waffle","/critics/willie-waffle","rotten",False,True,False,False,"/critics/source/1551","WaffleMovies.com","http://www.wafflemovies.com/beemovie.html","made for kids with more bee puns than Carrot Top and Kenny Bania could ever imagine","NEGATIVE","2/4"
1685627,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Linda Cook","/critics/linda-cook","fresh",True,False,False,False,"/critics/source/1057","Quad City Times (Davenport, IA)","","Bet you're just itching to see ""Bee Movie.""This little honey was launched with an ad campaign possibly equal to the cost of launching a space shuttle ... bees have been everywhere.","POSITIVE","3/4"
1685652,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Peter Sobczynski","/critics/peter-sobczynski","rotten",False,True,False,False,"/critics/source/141","eFilmCritic.com","http://efilmcritic.com/review.php?movie=15577&reviewer=389","Instead of gently skewering the conventions of contemporary animation, it simply follows them to a T","NEGATIVE","2/5"
1685667,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Erik Childress","/critics/erik-childress","fresh",True,False,False,False,"/critics/source/141","eFilmCritic.com","http://efilmcritic.com/review.php?movie=15577&reviewer=198","Begins warily as a mild chucker and then reveals itself to be an increasingly clever and very funny appreciation of a bee's existence.","POSITIVE","3/4"
1685670,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-01","Brian Orndorf","/critics/brian-orndorf","rotten",False,True,False,False,"/critics/source/640","DVDTalk.com","http://www.dvdtalk.com/reviews/read.php?ID=31246","Certainly Bee Movie could've been smarter, faster, and far cleverer, and it's disappointing to watch Seinfeld settle for less. For a man who made a mint reveling in comedic risk on a weekly basis, his first movie lacks serious sting.","NEGATIVE","C"
1685700,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Rick Groen","/critics/rick-groen","rotten",False,True,False,True,"/critics/source/662","Globe and Mail","http://www.globeandmail.com/servlet/story/MOVIEREVIEWS.20071102.BEE02/MovieStory/Entertainment/Movies","Another ground-breaking show about nothing -- a hornet's nest of hype for a fat hive of nothing.","NEGATIVE","2/4"
1685701,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Scott A. Mantz","/critics/scott-a-mantz","rotten",False,True,False,False,"/critics/source/410","Scott Mantz' Movie Reviews","http://www.mightytreehouse.com/moviemantz/2007/10/26/bee-movie/","Not nearly as funny, clever or witty as one would have hoped.","NEGATIVE","2/5"
1685702,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Steven Rea","/critics/steven-rea","fresh",True,False,False,True,"/critics/source/361","Philadelphia Inquirer","http://www.philly.com/inquirer/columnists/steven_rea/20071102_Bee_Movie_flies.html","It has enough buzzing wit and eye-popping animation to win over the kids -- and probably more than a few parents, too.","POSITIVE","3/4"
1685711,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Dan Lybarger","/critics/dan-lybarger","rotten",False,True,False,False,"/critics/source/141","eFilmCritic.com","http://efilmcritic.com/review.php?movie=15577&reviewer=382","Unless your idea of wit is an unrelenting stream of groan-inducing insect puns, ""Bee Movie"" offers little more than buzzkill.","NEGATIVE","2/5"
1685724,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Bill Gibron","/critics/bill-gibron","fresh",True,False,False,False,"/critics/source/368","PopMatters","","While never as clever as it thinks it is, and lacking the internal logic that makes a Pixar project hum with indescribable brilliance, Bee Movie is still a witty, imaginative romp.","POSITIVE","3.5/5"
1685756,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Scott Von Doviak","/critics/scott-von-doviak","fresh",True,False,False,True,"/critics/source/562","Fort Worth Star-Telegram/DFW.com","","Kids should get a kick out of it, but anyone craving Seinfeld's usual brand of funny business will have to stick to TV reruns.","POSITIVE",""
1685766,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Brian Tallerico","/critics/brian-tallerico","fresh",True,False,False,True,"/critics/source/1919","The Deadbolt","http://thedeadbolt.com/reviews/beemovie_filmreview.php","One of the better animated films of the year, an enjoyable and consistently clever ride courtesy of the very original comic viewpoint of the man who made arguably the best sitcom of all time.","POSITIVE",""
1685769,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Josh Hurst","/critics/josh-hurst","fresh",True,False,False,False,"/critics/source/1229","Christianity Today","http://www.christianitytoday.com/movies/reviews/2007/beemovie.html","A big-screen, 90-minute Saturday morning cartoon that's really for grown-ups, but happens to be relatively safe and thoroughly entertaining for kids, too.","POSITIVE","3/4"
1685795,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Erik Davis","/critics/erik-davis","fresh",True,False,False,False,"/critics/source/1723","Cinematical","http://www.cinematical.com/2007/11/02/review-bee-movie/","Here's the biggest problem most folks will have with Bee Movie: It's not Ratatouille.","POSITIVE","3.5/5"
1685804,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Rebecca Murray","/critics/rebecca-murray","fresh",True,False,False,False,"/critics/source/1218","About.com","","Bee Movie will make you think twice before swatting one of the yellow and black guys next time you're being buzzed.","POSITIVE","B"
1685817,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Susan Granger","/critics/susan-granger","rotten",False,True,False,False,"/critics/source/742","www.susangranger.com","http://www.susangranger.com/reviews","Call it the curse of high expectations but with Jerry Seinfeld involved, laughs should flow like honey but they don't - unless you're really into bee puns.","NEGATIVE","6/10"
1685842,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Todd Gilchrist","/critics/todd-gilchrist","fresh",True,False,False,False,"/critics/source/811","IGN Movies","http://movies.ign.com/articles/831/831808p1.html","Seinfeld's animated feature flies a little too fast to leave a lasting impression.","POSITIVE","3/5"
1685857,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Sara Michelle Fetters","/critics/sara-michelle-fetters","rotten",False,True,False,True,"/critics/source/1411","MovieFreak.com","http://www.moviefreak.com/artman/publish/movies_beemovie.shtml","This movie literally just sits there going from scene to scene with a lackadaisical whimsy that, after a while, becomes a bit tedious.","NEGATIVE","2/4"
1685861,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Cole Smithey","/critics/cole-smithey","rotten",False,True,False,False,"/critics/source/1702","ColeSmithey.com","http://filmcritic1963.typepad.com/capsules/2007/11/bee-movie.html","Jerry Seinfeld's disappointing labor of animated-movie love is more of a lukewarm handholding experience than a full embrace.","NEGATIVE","C-"
1685873,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","MaryAnn Johanson","/critics/maryann-johanson","rotten",False,True,False,False,"/critics/source/188","Flick Filosopher","http://www.flickfilosopher.com/blog/2007/11/bee_movie_review.html","Not only are the bees nonsensical, so is the plot, even grading on the fantasy curve.","NEGATIVE",""
1685874,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Abbie Bernstein","/critics/abbie-bernstein","rotten",False,True,False,False,"/critics/source/222","iF Magazine","","Indeed, Bee Moive is full of half-thought-through notions. Much is at first made of Barry's ""romance"" with a human, voiced by Renee Zellweger, but any potential problems in the friendship are dropped without discussion midway through.","NEGATIVE","C"
1685887,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Cherryl Dawson and Leigh Ann Palone","/critics/cherryl-dawson-and-leigh-ann-palone","rotten",False,True,False,False,"/critics/source/1005","TheMovieChicks.com","http://www.themoviechicks.com/mid2007/mcrbeemovie.html","I got antsy in the bee movie.","NEGATIVE","2.5/5"
1685921,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Marjorie Baumgarten","/critics/marjorie-baumgarten","rotten",False,True,False,True,"/critics/source/28","Austin Chronicle","http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a555469","An agreeable though tame animated picture that more than does the trick but is unlikely to become a super buzz flick.","NEGATIVE","2.5/5"
1685958,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Ross Anthony","/critics/ross-anthony","fresh",True,False,False,False,"/critics/source/567","Hollywood Report Card","http://www.rossanthony.com/B/beemovie.shtml","What a pleasure. After a cackle of serious dramas and actual letter grade B movies, this silly insect film was just the ticket to put a little honey in my tea.","POSITIVE","3/4"
1685991,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Roger Ebert","/critics/roger-ebert","rotten",False,True,False,True,"/critics/source/67","Chicago Sun-Times","http://www.rogerebert.com/reviews/bee-movie-2007","All of this material, written by Seinfeld and writers associated with his television series, tries hard, but never really takes off.","NEGATIVE","2/4"
1685992,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Jonathan Rosenbaum","/critics/jonathan-rosenbaum","fresh",True,False,False,True,"/critics/source/66","Chicago Reader","http://onfilm.chicagoreader.com/movies/briefs/32370_BEE_MOVIE.html","The whole thing's pretty cute and breezy.","POSITIVE",""
1685994,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Michael Sragow","/critics/michael-sragow","fresh",True,False,False,False,"/critics/source/36","Baltimore Sun","","Genuine silliness is so rare a quality these days that it shouldn't go undervalued, even in a sweet little nothing of a picture like Bee Movie.","POSITIVE","B-"
1685996,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Ty Burr","/critics/ty-burr","fresh",True,False,False,True,"/critics/source/44","Boston Globe","http://www.boston.com/ae/movies/articles/2007/11/02/bee_plus/","The vibe is loose-limbed and fluky, and the gags have an extra snap that's recognizably Seinfeldian. If I believed in a sitcom afterlife, I'd swear the whole thing was cooked up by Kramer and George's dad.","POSITIVE","3/4"
1685999,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Annlee Ellingson","/critics/annlee-ellingson","fresh",True,False,False,False,"/critics/source/49","Boxoffice Magazine","http://boxoffice.com/reviews/2007/11/bee-movie.php","A welcome diversion from DreamWorks Animation's increasingly trying Shrek series.","POSITIVE",""
1686002,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Chris Vognar","/critics/chris-vognar","fresh",True,False,False,True,"/critics/source/490","Dallas Morning News","http://www.guidelive.com/portal/page?_pageid=33,97283&_dad=portal&_schema=PORTAL&item_id=60612","The film's charm, quickness and design carry the day.","POSITIVE","B+"
1686004,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Terry Lawson","/critics/terry-lawson","fresh",True,False,False,True,"/critics/source/547","Detroit Free Press","","It leaves no unpleasant aftertaste. If you take impressionable kids, you should be prepared to explain two things: No, bees and humans do not normally live happily ever after; and yes, bees sometimes just sting you for the hell of it.","POSITIVE","3/4"
1686005,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Alex Markerson","/critics/alex-markerson","rotten",False,True,False,False,"/critics/source/137","E! Online","http://www.eonline.com/movies/e_reviews/index.jsp?uuid=921e7340-7c61-464e-b5f6-c8a33c4ddc9e","Everybody's least favorite hive workers get an anthropomorphic makeover, courtesy of Jerry Seinfeld, in this animated flick that's got some stinging wit but a story that's strictly for the birds.","NEGATIVE","C+"
1686007,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Amy Biancolli","/critics/amy-biancolli","fresh",True,False,False,True,"/critics/source/219","Houston Chronicle","http://www.chron.com/disp/story.mpl/ent/movies/reviews/5234312.html","Is it as bold as it might be? Does it blaze with invention? Is it the best babbling-bee urban biopic, bar none? Just about.","POSITIVE","3/4"
1686008,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Jim Slotek","/critics/jim-slotek","rotten",False,True,False,False,"/critics/source/234","Jam! Movies","","A kid film with not enough going on.","NEGATIVE","3/5"
1686009,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Loey Lockerby","/critics/loey-lockerby","rotten",False,True,False,False,"/critics/source/242","Kansas City Star","","Seinfeld doesn't need to go back to his 'show about nothing' premise, but here's hoping his next project can be about just a little less.","NEGATIVE","2.5/4"
1686010,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Glenn Whipp","/critics/glenn-whipp","fresh",True,False,False,False,"/critics/source/644","Los Angeles Daily News","","Jerry Seinfeld's comic sensibility enlivens this tale of a bee who wants to fly by the seat of his pants.","POSITIVE","3/4"
1686011,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Carina Chocano","/critics/carina-chocano","rotten",False,True,False,True,"/critics/source/268","Los Angeles Times","http://www.calendarlive.com/movies/reviews/cl-et-beemovie2nov02,0,77229.story","Nothing about the movie resonates emotionally.","NEGATIVE","2/5"
1686012,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Rene Rodriguez","/critics/rene-rodriguez","rotten",False,True,False,False,"/critics/source/581","Miami Herald","","A surprisingly unfunny, belabored and unimaginative comedy, Bee Movie is a huge disappointment considering the extent of Seinfeld's participation.","NEGATIVE","2/4"
1686013,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Jack Mathews","/critics/jack-mathews","fresh",True,False,False,True,"/critics/source/586","New York Daily News","http://www.nydailynews.com/entertainment/movies/2007/10/31/2007-10-31_bee_movie_is_beedazzling.html","Watching this pun-filled cartoon is like falling into a tray of children's watercolors -- the warm end, where oranges and yellows and ambers wave.","POSITIVE","3/4"
1686016,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","David Botti","/critics/david-botti","fresh",True,False,False,True,"/critics/source/339","Newsweek","http://www.newsweek.com/id/67553","What I like about Bee Movie is its comfy, off-the-cuff charm: unlike a lot of animated family entertainment, it's not all Thwack Smash Kaboom.","POSITIVE",""
1686017,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Shawn Levy","/critics/shawn-levy","rotten",False,True,False,False,"/critics/source/608","Oregonian","","The film is undistinguished visually. Worse, it isn't especially funny.","NEGATIVE","C+"
1686018,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Carla Meyer","/critics/carla-meyer","fresh",True,False,False,False,"/critics/source/398","Sacramento Bee","","Some humor in Bee Movie is too sophisticated for little kids, but there are enough dazzling action scenes to compensate. Youngsters won't get an allusion to The Graduate, but they'll enjoy the slapstick that follows.","POSITIVE","3/4"
1686020,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Peter Hartlaub","/critics/peter-hartlaub","rotten",False,True,False,True,"/critics/source/402","San Francisco Chronicle","http://www.sfgate.com/cgi-bin/article.cgi?file=/c/a/2007/11/02/DD78T3ORQ.DTL&type=movies","Bee Movie has a few charming moments and a scene or two with legitimate hilarity, but mostly it's just mediocre.","NEGATIVE","2/4"
1686022,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Moira MacDonald","/critics/moira-macdonald","fresh",True,False,False,True,"/critics/source/505","Seattle Times","http://community.seattletimes.nwsource.com/archive/?slug=bee02&date=20071102","Bee Movie doesn't touch the bar raised so high by Pixar, but it creates a little buzz of its own.","POSITIVE","2.5/4"
1686023,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Peter Howell","/critics/peter-howell","rotten",False,True,False,True,"/critics/source/450","Toronto Star","http://www.thestar.com/entertainment/Movies/article/272831","Bee Movie is a cute movie. Not that there's anything ... well, you know the rest. But cute is not what adults expect from Jerry Seinfeld, although children will be delighted.","NEGATIVE","2.5/4"
1686025,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Maitland McDonagh","/critics/maitland-mcdonagh","rotten",False,True,False,False,"/critics/source/2501","TV Guide","http://www.tvguide.com/movies/bee-movie/review/291102","Feels slight and attenuated, even at a brisk 82 minutes.","NEGATIVE","2.5/4"
1686044,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Donald Munro","/critics/donald-munro","rotten",False,True,False,False,"/critics/source/564","Fresno Bee","","This well-meaning but comically limp offering from DreamWorks Animation inspires boredom more than anything.","NEGATIVE","C-"
1686079,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Bob Bloom","/critics/bob-bloom","fresh",True,False,False,False,"/critics/source/872","Journal and Courier (Lafayette, IN)","","Bee Movie is fun, if not formulaic in its humor and story approach. The writers threw in every ... bee joke and situation you could think of, yet the movie still works.","POSITIVE","3/4"
1915457,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-02","Dave White","/critics/dave-white","rotten",False,True,False,False,"/critics/source/2312","Movies.com","http://www.movies.com/movie-reviews/bee-movie-review/dave-white/m59516","","NEGATIVE","C-"
1686082,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-03","Fred Topel","/critics/fred-topel","fresh",True,False,False,False,"/critics/source/1734","Can Magazine","http://www.canmag.com/nw/9478-bee-movie-review","It's still the Dreamworks model of big, recognizable voices playing their personas, but this time it's an actual movie too. They wait a while to unload all the major pop culture references.","POSITIVE",""
1686157,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-03","Dustin Putman","/critics/dustin-putman","rotten",False,True,False,False,"/critics/source/863","TheFilmFile.com","http://themovieboy.com/directlinks/07beemovie.htm","A snazzy-looking mixed bag. Kids will be diverted, adults will tolerate it, and all involved will be expecting something more imaginative than what Jerry Seinfeld has whittled together.","NEGATIVE","2/4"
1686364,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-03","David Medsker","/critics/david-medsker","rotten",False,True,False,False,"/critics/source/1697","Bullz-Eye.com","http://www.bullz-eye.com/mguide/reviews_2007/bee_movie.htm","The jokes are bad (the puns are worse), the voice direction is pitiful, and logic is thrown out the window in order for the third act to even exist.","NEGATIVE","1/5"
1686365,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-03","Brian Marder","/critics/brian-marder","fresh",True,False,False,False,"/critics/source/568","Hollywood.com","http://www.hollywood.com/review/Bee_Movie/4973068","All in all, Bee Movie's large team of writers and directors scrape together enough for kids to enjoy, but kids these days have come to expect more than just ""enough"" from their animated movies.","POSITIVE","3/5"
1686367,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-03","Joe Williams","/critics/joe-williams","fresh",True,False,False,True,"/critics/source/429","St. Louis Post-Dispatch","","Harmless fun for the whole family.","POSITIVE",""
1686372,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-03","Betty Jo Tucker","/critics/betty-jo-tucker","fresh",True,False,False,False,"/critics/source/1001","ReelTalk Movie Reviews","http://www.reeltalkreviews.com/browse/viewitem.asp?type=review&id=2396","Seinfeld's droll, witty observations add to the adult appeal of 'Bee Movie,' and youngsters will probably enjoy its eye-popping colors.","POSITIVE",""
1686378,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-03","Laura Clifford","/critics/laura-clifford","rotten",False,True,False,False,"/critics/source/386","Reeling Reviews","http://www.reelingreviews.com/beemovie.htm","There will be more gags and puns in the reviews of press pundits than could be found in the entirety of this film, which fails to create a bee world of any logic or surprise.","NEGATIVE","C"
1686388,"03577df2-f737-3523-90c4-1148c5f43b5a","2007-11-03","Gary Brown","/critics/gary-brown","fresh",True,False,False,False,"/critics/source/949","Houston Community Newspapers","http://ppl.nhmccd.edu/~garyb/reviews/beemovie.htm","I liked Bee Movie because it was cute, funny, family-friendly, and mercifully brief.","POSITIVE","3/4"
